0	1
sadness	A break-up with someone I really liked.
anger	"When a kid dropped my father's radio cassette player, which he  
had just repaired."
sadness	"A relationship in which I had put my trust, broke up.  I was sad  
when I realized how easy it is to forget something that one had  
once regarded as great and significant."
joy	I found #marmite in Australia. `:) 
fear	An @amityaffliction kind of drive home from work today #nightmare #dailyfeels
joy	OMG NOL i love u so so much i love ur cheery face and hugs 😘😘😘 @CRAZYmac17
fear	If ISIS is beheaded, they will be much easier to defeat, fewer casualties - so the theory goes. #terrorism
fear	When there is danger nearby.
sadness	"When my grandmother died; I had a stronger relation to her than  
to my mother."
joy	"At a party, on New Year's Eve, I met on old friend whom I had not  
seen for some time"
sadness	"When I was in primary 6, my father died.  I was very young then  
and did not know what had happened.  The weeping of my relatives  
and my tears made me sad."
sadness	"While walking through an old mining area, I unwittingly disturbed  
a wallaby which, in its resultant flight, accidentally fell down  
a deep mine shaft. On investigation it seemed uninjured, but it  
was impossible for the wallaby to get out, and also for me to get  
it out of the shaft. To prevent its suffering a slow death, I  
shot it."
fear	Could not find my way out in the college building at night.
joy	"Every time, in the last few days, when my girlfriend told me that  
she loves me."
fear	"One night I had to bike home all alone after a party. Then I  
found out that I was pursued by a man in a car."
sadness	"In 1983, my results at the university entrance exam were very  
poor - far from what I had expected.   I thought that I would not  
be accepted at the university."
anger	"Two boys whom I know were telling me, in an indecent manner, how  
they had teased a young and shy girl I know.  They had despised  
her conviction, scorned and touched her.  I got very angry and  
did not try to conceal it and gave it back to them."
fear	"When a man who had a knife grabbed me and threatened me with it,    
during my holidays in Monze. 
"
joy	"On New Year's Eve I went in a disco with friends. I amused myself  
and got to know many other people."
joy	When I attended my cousin's 31st birthday.
joy	"Winning a race that I had been training for, for many weeks.  
(Running Race)."
fear	"When I was dreaming that I was being chased, in the upmost of  
horror the door of the closed felt down synchronicaly with the  
dream scare."
sadness	"I wanted to be pregnant and did not succeed, so I was depressed     
at every menstruation."
anger	@crystaldiamondo impossible to say. We can only hope that I don’t unwittingly trigger her ferocious side again. Hell hath no fury..
fear	"Once, late at night, I was biking home and overtook a man. He  
said to me ""Hello darling"" I was terrified and imagined the  
wildest scenes."
anger	I was scolded by my mother for no reason.
sadness	"A close friend of mine was to get married in a weeks time when  
her father died of a heart-attack.  I knew him well and felt bad  
on hearing of his death."
joy	"I felt joyful when I heard that I had been selected for College  
education."
anger	"Being subject to unfair treatment in a working group, someone  
""bending the rules"" was protected by the boss. This resulted in  
more work for the others."
sadness	I got to know about the death of a close friend.
joy	Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym  #tumbling
anger	"A friend of mine came to visit and stayed with my roommate and me.  
My roommate and she became good friends. After she left, he  
didn't talk too highly of her."
fear	Do you think humans have the sense for recognizing impending doom? #anxiety
sadness	"When the train taking me to my military service left the station,  
on the platform remained relatives, projects and goodtimes.  I  
had a hard year ahead."
fear	"No really strong such emotion. Just falling off to sleep when I  
caught sight of a 5 cm diameter spider crawling onto the pillow  
beside me."
sadness	"A friend told me about his cousin who is my girlfriend. He said  
she had treated him in a mean and nasty way. I was surprised  
because in front of other people she had always treated him in a  
friendly way. I am very sad about it."
anger	When my mother scolded me for coming home late, i.e after 7 P.M.
sadness	When my father passed away.
fear	"I had been watching a triller a dark night in the country and I  
had to go the outside toilet on my own. "
anger	"Seeing for the first time pictures about the so called  
""treatment"" of Jewish people in Nazi-Germany during World War II."
sadness	A girl I love does not love me.
